,City,Median_Household_Income,Percent_Male,Percent_Female,Percent_over_25y,Percent_HS_less,Percent_HS,Percent_Some_Col_Assoc,Percent_BS_over,Percent_unemployed,Population,Population_Below_Poverty,Poverty_Rate,Percent_Owner_Occ,Percent_Renter_Occ,Median_Rent
0,Abbott ,94688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,0,0.0,90.8,9.2,-
1,Abernathy ,80114,4.2,8.2,6.6,11.3,6.2,3.9,3.9,0.0,3256,30,0.9213759213759214,77.0,23.0,709
2,Abilene ,59254,14.1,17.6,12.3,31.2,16.7,9.3,9.3,20.6,114403,8228,7.19211908778616,54.0,46.0,1060
3,Ackerly ,63750,6.5,14.9,7.7,3.8,15.0,10.0,10.0,0.0,387,0,0.0,68.2,31.8,-
4,Addison ,78153,7.9,8.8,6.6,14.6,9.9,6.6,6.6,43.5,16985,695,4.091845746246689,17.3,82.7,1620
5,Adrian ,162841,2.4,16.3,10.9,5.7,3.2,50.0,50.0,-,171,0,0.0,55.1,44.9,-
6,Agua Dulce ,53173,7.0,7.2,7.5,14.7,5.7,12.0,12.0,0.0,436,10,2.293577981651376,82.8,17.2,-
7,Alamo ,47398,20.7,27.3,22.4,35.1,21.6,13.1,13.1,36.5,19792,1755,8.867219078415522,71.2,28.8,655
8,Alamo Heights ,149332,3.4,3.4,3.9,0.0,8.1,10.8,10.8,0.0,7326,154,2.1021021021021022,73.6,26.4,1390
9,Alba ,45313,19.2,4.9,14.5,43.1,6.0,2.6,2.6,0.0,538,38,7.063197026022305,84.3,15.7,561
10,Albany ,48182,12.1,20.5,8.8,28.1,6.8,7.0,7.0,34.3,1623,204,12.56931608133087,75.4,24.6,478
11,Aledo ,123045,1.2,3.3,3.5,0.0,2.8,11.5,11.5,0.0,5047,95,1.8823063205864872,88.9,11.1,2326
12,Alice ,43017,19.5,35.0,19.7,35.3,16.9,14.4,14.4,50.6,17609,2596,14.742461241410643,55.1,44.9,860
13,Allen ,121259,3.4,6.9,4.7,16.1,10.2,6.0,6.0,19.5,104918,3075,2.930860290893841,70.9,29.1,1747
14,Alma ,83333,1.2,8.0,1.6,6.4,2.2,0.0,0.0,0.0,469,6,1.279317697228145,90.7,9.3,794
15,Alpine ,46619,19.2,21.4,18.1,27.1,24.2,10.3,10.3,92.4,5798,581,10.02069679199724,58.4,41.6,780
16,Alto ,37955,29.6,36.8,23.4,24.8,16.8,30.9,30.9,64.3,1055,201,19.0521327014218,39.6,60.4,567
17,Alton ,44317,26.2,30.0,22.8,30.0,27.2,13.9,13.9,38.0,18475,2296,12.427604871447903,61.0,39.0,891
18,Alvarado ,86083,5.1,10.7,8.8,10.3,10.2,5.4,5.4,100.0,4916,193,3.925956061838894,62.7,37.3,992
19,Alvin ,68266,8.8,11.9,9.7,20.6,11.6,7.6,7.6,10.4,27196,1269,4.666127371672305,57.0,43.0,1165
20,Alvord ,68516,6.9,14.6,8.0,12.5,8.0,5.9,5.9,60.0,1124,50,4.448398576512456,68.4,31.6,978
21,Amarillo ,60628,14.2,16.9,12.4,25.2,15.8,10.5,10.5,25.5,198231,12478,6.294676412871851,59.6,40.4,997
22,Ames ,32750,48.5,49.5,35.5,72.6,31.3,23.2,23.2,35.1,979,265,27.068437180796735,68.2,31.8,810
23,Amherst ,52067,29.5,60.0,42.7,44.9,58.3,11.9,11.9,0.0,982,340,34.623217922606926,77.7,22.3,593
24,Anahuac ,69742,11.0,23.4,11.8,11.3,10.4,15.7,15.7,46.2,2288,381,16.6520979020979,72.3,27.7,1295
25,Anderson ,41806,22.0,20.9,26.3,57.1,35.0,20.5,20.5,0.0,279,9,3.225806451612903,82.8,17.2,-
26,Andrews ,86806,12.3,14.3,11.9,26.8,10.5,9.6,9.6,19.6,13210,1207,9.137017411052232,69.8,30.2,1415
27,Angleton ,77235,10.0,13.8,7.5,13.7,10.2,4.2,4.2,16.4,19300,1209,6.2642487046632125,64.5,35.5,1090
28,Angus ,53269,17.8,27.7,14.0,8.8,8.3,31.9,31.9,0.0,414,67,16.183574879227052,75.7,24.3,1450
29,Anna ,93785,11.0,6.9,8.4,29.8,20.4,2.3,2.3,0.0,18585,1359,7.312348668280872,80.1,19.9,1888
30,Annetta ,160893,2.2,0.6,1.3,0.0,0.0,2.9,2.9,16.8,3075,43,1.3983739837398375,98.4,1.6,-
31,Annetta North ,157500,1.7,2.7,3.2,0.0,5.4,1.3,1.3,0.0,565,6,1.0619469026548671,90.1,9.9,1393
32,Annetta South ,131667,0.7,0.8,1.1,0.0,0.0,3.7,3.7,0.0,773,6,0.7761966364812419,98.0,2.0,-
33,Annona ,36250,35.4,44.6,26.2,53.8,12.0,54.3,54.3,-,244,86,35.24590163934426,84.6,15.4,569
34,Anson ,43576,14.0,18.2,13.4,0.0,17.5,19.2,19.2,0.0,1855,113,6.091644204851752,75.9,24.1,917
35,Anthony ,48934,14.9,23.5,15.4,24.3,23.0,6.6,6.6,35.7,3811,315,8.265547100498557,74.5,25.5,983
36,Anton ,47639,16.6,23.0,14.0,10.4,12.2,20.3,20.3,14.8,1083,115,10.61865189289012,80.7,19.3,692
37,Appleby ,72130,4.5,6.4,6.6,0.0,14.3,2.9,2.9,25.0,490,18,3.6734693877551026,81.6,18.4,875
38,Aquilla ,53750,0.0,16.7,12.5,-,0.0,30.4,30.4,-,95,7,7.368421052631578,75.0,25.0,-
39,Aransas Pass ,59403,13.0,15.3,13.8,31.4,9.9,14.4,14.4,22.6,8598,717,8.339148639218424,63.1,36.9,1142
40,Archer City ,40714,25.3,24.0,15.9,38.7,10.6,26.2,26.2,-,1489,237,15.916722632639354,70.9,29.1,499
41,Arcola ,74268,9.4,10.5,12.3,19.1,7.3,18.2,18.2,43.4,2604,134,5.145929339477727,67.0,33.0,1155
42,Argyle ,205246,0.0,0.5,0.3,0.0,0.0,1.9,1.9,0.0,4638,0,0.0,86.7,13.3,2520
43,Arlington ,71736,12.0,13.9,9.9,20.1,11.5,8.3,8.3,21.7,387159,21514,5.556890063255665,54.9,45.1,1297
44,Arp ,63472,5.1,8.3,5.9,18.5,4.1,3.6,3.6,0.0,1367,53,3.8771031455742504,72.3,27.7,1125
45,Asherton ,24063,13.6,38.8,29.5,49.8,16.7,13.0,13.0,22.2,645,44,6.821705426356589,74.3,25.7,556
46,Aspermont ,78750,6.1,5.5,7.2,26.1,5.4,0.0,0.0,0.0,1015,5,0.49261083743842365,79.2,20.8,757
47,Athens ,54828,18.9,15.2,11.9,34.2,9.8,9.3,9.3,35.4,11787,587,4.9800627810299485,55.7,44.3,1063
48,Atlanta ,62215,25.0,25.9,18.5,54.0,23.0,11.1,11.1,25.8,5279,476,9.016859253646524,65.5,34.5,909
49,Aubrey ,93071,4.2,21.1,8.8,30.3,18.8,7.3,7.3,44.0,5896,430,7.293080054274085,76.4,23.6,1275
50,Aurora ,85000,7.5,9.9,7.1,27.8,7.5,3.4,3.4,15.7,1538,105,6.827048114434331,85.2,14.8,1338
51,Austin ,86556,11.4,13.5,9.2,24.5,17.5,9.8,9.8,29.9,935752,62197,6.646739734459557,44.4,55.6,1549
52,Austwell ,55114,5.1,11.1,7.5,15.4,20.0,0.0,0.0,0.0,115,5,4.3478260869565215,75.4,24.6,-
53,Avery ,49485,11.0,18.2,14.9,52.8,16.4,3.2,3.2,33.3,1019,83,8.145240431795878,67.8,32.2,763
54,Avinger ,29038,29.8,23.1,26.4,17.4,33.3,15.7,15.7,95.5,467,79,16.916488222698074,72.2,27.8,800
55,Azle ,83081,8.1,14.4,11.7,12.5,20.6,8.5,8.5,51.2,13271,515,3.8806420013563407,74.5,25.5,1242
56,Bailey ,41458,30.0,13.4,24.6,52.5,12.9,0.0,0.0,100.0,249,26,10.441767068273093,68.4,31.6,1135
57,"Bailey's Prairie village, Texas",95750,11.6,5.4,10.1,36.4,26.1,3.5,3.5,0.0,763,30,3.9318479685452163,91.7,8.3,-
58,Baird ,49402,9.2,15.1,12.3,34.7,13.1,5.3,5.3,39.0,1690,152,8.994082840236686,71.5,28.5,498
59,Balch Springs ,58680,9.0,13.8,10.1,15.3,8.3,8.7,8.7,10.2,27222,1488,5.466167070751598,61.8,38.2,1166
60,Balcones Heights ,28184,38.1,50.8,39.4,20.9,52.6,40.2,40.2,59.2,2729,489,17.918651520703555,18.6,81.4,853
61,Ballinger ,54583,9.1,15.5,13.3,18.0,21.9,5.5,5.5,34.7,3374,30,0.8891523414344991,68.3,31.7,966
62,Balmorhea ,61250,27.3,33.9,23.5,0.0,3.2,93.2,93.2,-,462,51,11.03896103896104,80.6,19.4,-
63,Bandera ,32125,12.5,19.8,14.2,34.9,0.0,14.3,14.3,6.3,508,39,7.677165354330709,54.3,45.7,1071
64,Bangs ,47409,10.8,13.7,11.2,27.2,8.2,12.8,12.8,71.4,1649,52,3.1534263189812006,66.4,33.6,762
65,Bardwell ,50455,4.7,16.5,10.9,1.5,8.5,23.5,23.5,22.2,661,20,3.0257186081694405,54.2,45.8,1105
66,Barry ,64500,6.5,8.7,6.9,13.8,0.0,0.0,0.0,0.0,363,0,0.0,61.5,38.5,967
67,Barstow ,-,37.7,26.0,29.0,35.4,38.0,0.0,0.0,-,313,24,7.667731629392971,91.8,8.2,-
68,Bartlett ,51786,12.0,19.5,10.6,14.6,10.6,9.9,9.9,33.3,1418,45,3.173483779971791,76.1,23.9,747
69,Bartonville ,143333,5.0,7.2,8.8,0.0,22.6,12.7,12.7,0.0,1957,51,2.6060296371997955,91.4,8.6,1550
70,Bastrop ,59087,11.6,11.4,10.4,19.1,6.9,20.2,20.2,34.6,9381,948,10.105532459226096,54.3,45.7,1179
71,Bay City ,50212,25.8,31.1,23.7,36.6,24.9,21.6,21.6,43.6,17541,3221,18.36269311897839,54.1,45.9,993
72,Bayou Vista ,115694,4.9,4.8,5.2,11.4,6.8,4.6,4.6,0.0,2006,35,1.744765702891326,86.8,13.2,2190
73,Bayside ,53363,8.5,11.8,11.9,20.7,1.6,18.1,18.1,100.0,379,31,8.179419525065963,86.8,13.2,1688
74,Baytown ,61158,14.5,20.4,13.9,18.5,16.2,12.1,12.1,35.3,83774,6875,8.206603480793563,53.6,46.4,1207
75,Bayview ,128911,4.0,1.0,2.4,0.0,2.5,1.2,1.2,10.8,784,20,2.5510204081632653,94.7,5.3,2125
76,Beach City ,169570,6.0,2.9,5.9,0.0,3.1,7.0,7.0,0.0,3126,39,1.2476007677543186,93.5,6.5,1205
77,"Bear Creek village, Texas",126500,0.5,0.4,0.5,0.0,0.0,0.0,0.0,0.0,485,0,0.0,96.4,3.6,2563
78,Beasley ,70519,11.5,23.0,8.1,1.4,16.3,0.0,0.0,0.0,984,12,1.2195121951219512,74.2,25.8,1152
79,Beaumont ,53745,18.3,22.4,15.7,27.1,22.5,12.7,12.7,22.7,111752,10806,9.669625599541842,54.4,45.6,992
80,Beckville ,48750,14.2,12.9,8.0,16.5,4.5,7.5,7.5,0.0,811,16,1.972872996300863,62.1,37.9,888
81,Bedford ,80924,6.1,7.4,6.1,15.8,6.9,6.7,6.7,14.0,48931,1256,2.566879892092947,53.4,46.6,1332
82,Bedias ,49063,27.4,12.5,10.9,23.8,8.3,11.7,11.7,10.0,280,12,4.285714285714286,82.9,17.1,883
83,Bee Cave ,104949,1.6,5.6,4.0,2.9,5.5,2.1,2.1,43.4,8749,275,3.1432163675848668,52.8,47.2,1787
84,Beeville ,47815,20.6,32.8,22.2,48.4,25.2,14.7,14.7,30.3,13316,1796,13.48753379393211,56.3,43.7,986
85,Bellaire ,215636,2.1,2.3,2.4,5.1,5.4,1.4,1.4,8.2,17130,247,1.441914769410391,87.4,12.6,2423
86,Bellevue ,65662,17.5,20.2,19.6,54.8,5.5,15.2,15.2,37.5,426,35,8.215962441314554,89.7,10.3,-
87,Bellmead ,51474,23.6,20.3,16.1,27.2,14.3,15.2,15.2,60.2,10427,805,7.72034142131006,56.4,43.6,939
88,Bells ,75625,12.3,19.5,15.8,30.8,25.3,7.3,7.3,69.2,2041,189,9.26016658500735,71.6,28.4,848
89,Bellville ,61500,5.9,9.4,9.3,30.4,3.6,14.3,14.3,-,4065,134,3.296432964329643,65.2,34.8,871
90,Belton ,57025,12.1,23.0,10.8,43.3,9.9,5.7,5.7,39.9,19551,1859,9.5084650401514,49.5,50.5,1159
91,Benavides ,56198,18.5,28.1,23.1,43.6,29.5,10.4,10.4,-,1409,54,3.8325053229240598,59.1,40.9,850
92,Benbrook ,80971,6.4,7.5,6.0,10.7,10.9,7.1,7.1,7.8,24255,953,3.9290867862296435,67.9,32.1,1389
93,Benjamin ,37841,5.0,3.2,5.2,11.1,12.5,3.2,3.2,-,193,5,2.5906735751295336,67.2,32.8,520
94,Berryville ,50938,6.4,4.4,6.0,37.7,6.1,2.3,2.3,14.3,1169,28,2.3952095808383236,91.2,8.8,867
95,Bertram ,61688,12.1,18.9,9.3,25.9,7.0,6.5,6.5,0.0,1750,208,11.885714285714286,79.2,20.8,1366
96,Beverly Hills ,49597,11.7,18.0,10.3,19.3,9.1,8.0,8.0,65.1,1905,35,1.837270341207349,64.2,35.8,953
97,Bevil Oaks ,72625,5.3,6.2,7.4,58.0,8.3,1.5,1.5,13.9,1176,66,5.612244897959184,83.8,16.2,2550
98,Big Lake ,70160,7.9,8.1,6.0,15.0,6.8,2.9,2.9,12.2,2953,27,0.9143244158482898,70.5,29.5,1022
99,Big Sandy ,41250,26.4,37.5,20.1,32.3,20.3,19.7,19.7,42.9,1426,343,24.05329593267882,42.1,57.9,717
100,Big Spring ,65418,15.0,20.4,16.5,21.9,18.7,17.4,17.4,34.5,22073,1795,8.132107099170934,61.8,38.2,995
101,Big Wells ,30156,40.5,49.4,39.3,55.3,31.5,28.4,28.4,0.0,432,95,21.99074074074074,75.4,24.6,683
102,Bishop ,45750,19.4,23.3,18.7,36.9,18.7,11.1,11.1,73.8,3154,428,13.570069752694991,85.8,14.2,902
103,Bishop Hills ,121250,0.0,2.2,1.9,0.0,0.0,4.1,4.1,0.0,242,3,1.2396694214876034,100.0,0.0,-
104,Blackwell ,46071,4.0,21.9,6.5,0.0,19.5,3.7,3.7,-,199,16,8.040201005025125,65.7,34.3,588
105,Blanco ,59601,6.6,14.6,10.1,3.4,11.1,15.1,15.1,93.3,2095,45,2.1479713603818613,53.4,46.6,851
106,Blanket ,54583,8.5,11.9,8.3,10.6,8.2,9.2,9.2,0.0,388,19,4.896907216494846,84.4,15.6,-
107,Bloomburg ,82500,6.3,9.0,9.5,35.3,3.7,12.9,12.9,-,288,2,0.6944444444444444,86.1,13.9,583
108,Blooming Grove ,68125,8.7,11.3,13.1,18.3,24.5,5.3,5.3,6.7,762,48,6.299212598425196,74.3,25.7,1110
109,Blossom ,47273,10.4,13.5,13.0,23.6,18.9,4.8,4.8,0.0,1261,69,5.471847739888977,73.4,26.6,838
110,Blue Mound ,68500,2.6,5.5,4.0,3.3,2.4,7.5,7.5,7.4,2619,44,1.6800305460099276,81.6,18.4,1361
111,Blue Ridge ,75167,23.6,18.2,15.4,23.4,20.2,3.0,3.0,31.3,982,111,11.303462321792262,79.0,21.0,1260
112,Blum ,68125,35.6,21.5,17.5,10.9,26.7,0.0,0.0,-,402,38,9.45273631840796,70.3,29.7,1100
113,Boerne ,82982,6.9,8.3,6.9,13.7,16.9,7.1,7.1,10.6,17937,1063,5.926297597145565,59.4,40.6,1453
114,Bogata ,34375,17.5,21.1,22.4,28.9,26.1,18.8,18.8,0.0,1068,53,4.962546816479401,65.3,34.7,755
115,Bonham ,53899,18.8,14.0,17.2,28.5,22.5,13.9,13.9,80.5,7751,472,6.089536833956909,60.3,39.7,1027
116,"Bonney village, Texas",89167,13.9,7.9,9.4,23.3,0.0,11.3,11.3,0.0,197,10,5.0761421319796955,47.6,52.4,1200
117,Booker ,66591,9.1,21.7,14.0,26.9,11.8,15.2,15.2,0.0,1356,111,8.185840707964601,74.4,25.6,869
118,Borger ,54159,9.1,13.2,10.3,14.5,11.1,12.0,12.0,12.3,12366,563,4.552806081190361,77.3,22.7,868
119,Bovina ,39783,20.3,18.3,19.1,23.8,9.7,24.0,24.0,0.0,1338,56,4.185351270553064,73.0,27.0,818
120,Bowie ,60659,16.2,13.4,11.6,47.6,9.9,5.0,5.0,0.0,5311,604,11.37262285821879,69.3,30.7,1161
121,Boyd ,68631,8.2,13.0,11.7,16.1,17.1,3.2,3.2,0.0,1522,99,6.504599211563732,79.9,20.1,1039
122,Brackettville ,24539,17.7,29.8,24.3,38.9,6.2,37.3,37.3,0.0,1400,72,5.142857142857142,66.4,33.6,663
123,Brady ,50197,9.7,15.3,13.3,5.0,16.8,21.9,21.9,0.0,4965,212,4.269889224572005,62.7,37.3,808
124,Brazoria ,38889,24.0,20.6,23.6,42.9,32.5,11.2,11.2,69.4,2852,263,9.221598877980366,57.5,42.5,926
125,Brazos Country ,185278,1.1,8.9,3.7,0.0,5.3,0.0,0.0,0.0,581,2,0.34423407917383825,100.0,0.0,-
126,Breckenridge ,38500,12.1,30.2,15.7,9.9,27.1,13.3,13.3,3.6,5154,655,12.708575863407063,67.9,32.1,665
127,Bremond ,75375,11.0,16.6,16.0,36.0,18.6,6.8,6.8,0.0,827,65,7.8597339782345825,60.4,39.6,915
128,Brenham ,52664,19.4,17.1,12.0,21.0,18.6,11.5,11.5,53.6,15416,1083,7.0251686559418784,57.2,42.8,1003
129,"Briarcliff village, Texas",123000,4.1,2.7,2.7,20.6,2.0,2.5,2.5,0.0,2273,4,0.1759788825340959,87.2,12.8,2396
130,Briaroaks ,93214,1.2,1.0,1.0,0.0,0.6,1.3,1.3,0.0,714,6,0.8403361344537815,98.4,1.6,-
131,Bridge City ,95688,7.5,9.7,8.5,9.9,13.5,9.5,9.5,0.0,9461,346,3.657118697812071,77.4,22.6,1045
132,Bridgeport ,96231,4.8,6.1,2.5,6.3,5.4,0.9,0.9,0.0,5400,168,3.111111111111111,65.3,34.7,1136
133,Broaddus ,63958,11.9,9.5,9.6,7.9,17.9,2.0,2.0,7.1,246,1,0.40650406504065045,54.3,45.7,854
134,Bronte ,44732,7.8,7.3,5.3,35.4,1.1,1.0,1.0,-,921,51,5.537459283387622,61.8,38.2,840
135,Brookshire ,58712,17.8,25.1,18.8,6.3,27.8,25.5,25.5,7.0,5043,250,4.9573666468372,68.9,31.1,1216
136,Brookside Village ,94766,1.2,11.9,5.6,7.6,7.0,2.0,2.0,0.0,1354,39,2.880354505169867,93.1,6.9,1198
137,Browndell ,30750,36.4,31.8,33.8,20.8,35.7,40.0,40.0,100.0,88,21,23.863636363636363,94.3,5.7,-
138,Brownfield ,41228,19.5,32.6,14.9,22.9,16.8,10.2,10.2,46.1,8126,1005,12.367708589712036,64.5,35.5,759
139,Brownsboro ,57454,10.8,18.1,4.7,14.4,3.1,2.5,2.5,0.0,1481,32,2.160702228224173,53.3,46.7,1158
140,Brownsville ,46735,24.0,28.1,21.7,36.2,23.0,13.1,13.1,25.8,185368,20191,10.892387035518535,60.3,39.7,872
141,Brownwood ,45412,14.3,20.9,15.8,26.9,19.1,10.9,10.9,25.5,17655,1518,8.598130841121495,54.2,45.8,835
142,Bruceville-Eddy ,68438,13.6,8.8,6.6,5.5,7.8,7.2,7.2,28.9,1629,123,7.550644567219153,86.1,13.9,1118
143,Bryan ,55234,21.4,27.7,15.3,28.6,18.0,14.4,14.4,46.7,80940,8339,10.302693353101063,49.3,50.7,1109
144,Bryson ,70563,12.4,7.9,14.4,65.5,10.1,6.1,6.1,73.7,759,31,4.084321475625823,50.0,50.0,959
145,Buckholts ,31167,45.2,49.6,34.9,19.7,38.8,50.0,50.0,50.0,463,115,24.838012958963283,67.9,32.1,675
146,Buda ,105378,7.3,8.4,8.3,34.5,5.5,13.7,13.7,43.6,14997,464,3.093952123758085,72.4,27.6,1648
147,Buffalo ,57813,13.4,16.9,13.0,29.8,7.2,10.6,10.6,0.0,1830,163,8.90710382513661,54.8,45.2,934
148,Buffalo Gap ,52404,16.6,28.6,18.7,76.5,16.7,14.9,14.9,-,579,96,16.580310880829018,63.8,36.2,1091
149,"Buffalo Springs village, Texas",67917,1.0,2.9,2.6,0.0,5.2,1.9,1.9,-,530,6,1.1320754716981132,97.2,2.8,-
150,Bullard ,104141,11.8,7.5,7.6,28.6,10.8,8.8,8.8,45.2,3573,133,3.7223621606493147,78.6,21.4,1500
151,Bulverde ,107315,3.6,8.0,4.2,13.2,6.7,4.0,4.0,0.0,5813,154,2.6492344744538108,92.1,7.9,1374
152,Bunker Hill Village ,"250,000+",3.4,4.2,3.6,12.5,6.3,23.6,23.6,0.0,3820,144,3.769633507853403,94.5,5.5,-
153,Burkburnett ,62143,7.7,10.4,7.1,21.0,11.0,2.9,2.9,20.9,10884,578,5.310547592796766,63.2,36.8,875
154,Burke ,50903,7.3,7.4,5.9,7.9,6.7,7.2,7.2,9.1,505,10,1.9801980198019802,93.3,6.7,870
155,Burleson ,87312,6.0,8.5,5.7,17.6,9.2,4.4,4.4,31.9,48824,1341,2.7466000327707683,69.9,30.1,1571
156,Burnet ,77376,7.6,5.4,5.5,40.3,2.0,6.9,6.9,41.8,5813,244,4.197488388095648,78.5,21.5,997
157,Burton ,62500,18.6,21.9,12.0,0.0,11.1,22.9,22.9,71.4,275,9,3.272727272727273,57.9,42.1,-
158,Byers ,54643,5.1,6.7,4.5,0.0,6.7,5.5,5.5,100.0,319,8,2.507836990595611,91.7,8.3,-
159,Bynum ,51000,16.0,20.2,18.7,14.8,37.5,2.4,2.4,30.8,246,7,2.8455284552845526,84.4,15.6,850
160,Cactus ,49605,9.0,16.9,11.3,12.7,7.2,8.0,8.0,0.0,3035,108,3.558484349258649,40.8,59.2,699
161,Caddo Mills ,73056,4.3,7.2,6.5,25.3,5.7,7.8,7.8,4.7,2046,44,2.1505376344086025,61.9,38.1,972
162,Caldwell ,57222,9.4,19.9,13.2,15.3,31.6,4.5,4.5,100.0,3912,295,7.540899795501023,66.2,33.8,965
163,Callisburg ,49167,25.0,23.0,13.3,38.1,17.6,3.5,3.5,0.0,302,31,10.264900662251655,68.6,31.4,1375
164,Calvert ,63750,0.5,9.3,7.0,20.7,13.2,1.6,1.6,35.0,979,30,3.0643513789581207,53.3,46.8,846
165,Cameron ,57076,22.4,26.3,18.8,23.3,21.8,20.7,20.7,28.2,5061,446,8.812487650661925,59.7,40.3,830
166,Campbell ,53394,13.9,11.5,8.6,11.6,7.6,12.1,12.1,11.7,974,67,6.878850102669405,50.9,49.1,1089
167,Camp Wood ,37083,31.6,44.0,35.0,50.0,20.2,47.1,47.1,-,885,40,4.519774011299435,62.6,37.4,822
168,Canadian ,54013,8.5,7.0,4.9,10.2,3.7,4.9,4.9,0.0,2281,24,1.052170100832968,72.5,27.5,1025
169,Caney City ,52500,40.9,14.8,24.6,0.0,42.5,22.7,22.7,-,149,19,12.751677852348994,78.6,21.4,685
170,Canton ,52500,16.3,10.0,13.3,41.8,13.6,8.7,8.7,43.5,3986,290,7.275464124435524,63.4,36.6,968
171,Canyon ,67631,11.9,16.4,10.9,20.3,20.2,7.4,7.4,15.3,13430,1425,10.610573343261356,54.4,45.6,919
172,Carbon ,55833,9.1,17.3,14.3,40.5,7.5,2.3,2.3,100.0,287,6,2.0905923344947737,83.9,16.1,1313
173,Carl's Corner ,72188,14.6,4.0,13.2,17.5,28.6,0.0,0.0,67.9,317,8,2.5236593059936907,88.6,11.4,-
174,Carmine ,48646,0.0,0.6,0.6,50.0,0.0,0.0,0.0,0.0,231,0,0.0,86.7,13.3,1719
175,Carrizo Springs ,26033,45.4,42.6,38.4,56.3,34.8,34.1,34.1,34.5,4833,533,11.028346782536728,59.9,40.1,521
176,Carrollton ,95380,6.0,7.6,6.0,15.7,4.7,5.0,5.0,14.6,131750,4440,3.3700189753320684,58.3,41.7,1555
177,Carthage ,42788,15.0,24.9,17.2,13.8,26.2,18.7,18.7,0.0,6111,667,10.914743904434626,67.1,32.9,680
178,Cashion Community ,71667,0.6,0.7,0.9,9.1,1.5,0.0,0.0,-,317,1,0.31545741324921134,75.4,24.6,700
179,Castle Hills ,102768,8.9,5.7,7.4,53.5,6.4,3.4,3.4,0.0,3944,273,6.921906693711967,82.5,17.5,1469
180,Castroville ,72805,10.0,13.4,11.6,43.7,3.9,11.9,11.9,100.0,2896,173,5.973756906077348,69.4,30.6,1203
181,Cedar Hill ,84132,11.4,8.4,7.8,7.6,12.8,7.2,7.2,23.1,47978,2171,4.524990620701154,70.4,29.6,1676
182,Cedar Park ,118903,4.9,6.1,5.1,23.9,9.6,5.9,5.9,17.3,75890,1799,2.3705363025431545,66.7,33.3,1677
183,Celeste ,45500,22.6,24.3,21.8,69.0,24.7,6.3,6.3,8.7,972,69,7.098765432098765,67.9,32.1,1026
184,Celina ,142643,7.4,4.4,6.3,0.0,0.0,11.7,11.7,28.4,21388,191,0.8930241256779502,90.5,9.5,1853
185,Center ,57875,31.9,30.6,22.3,17.5,35.0,15.3,15.3,24.4,5061,758,14.977277217941118,58.2,41.8,942
186,Centerville ,45813,5.5,5.9,6.9,15.4,7.2,7.8,7.8,100.0,1202,40,3.3277870216306153,68.6,31.4,955
187,Chandler ,53814,3.2,6.3,5.3,0.0,9.9,3.3,3.3,0.0,3228,35,1.084262701363073,71.0,29.0,902
188,Channing ,53125,0.0,17.4,15.0,0.0,46.3,10.7,10.7,0.0,244,19,7.786885245901639,69.3,30.7,778
189,Charlotte ,26352,36.5,41.2,33.9,31.3,35.3,43.1,43.1,50.0,1324,128,9.667673716012084,95.2,4.8,-
190,Chester ,66250,7.9,10.7,8.2,0.0,4.3,21.5,21.5,44.4,262,4,1.5267175572519083,84.7,15.3,625
191,Chico ,65845,13.9,15.2,12.0,26.1,8.5,12.3,12.3,30.4,1224,46,3.758169934640523,65.9,34.1,1031
192,Childress ,55500,15.1,13.2,14.9,51.3,5.8,9.9,9.9,18.9,4336,88,2.029520295202952,63.0,37.0,858
193,Chillicothe ,68295,4.7,9.0,3.4,2.1,0.0,8.9,8.9,0.0,585,30,5.128205128205128,64.9,35.1,785
194,China ,51641,11.1,16.9,7.5,8.2,14.0,5.4,5.4,10.5,1020,118,11.568627450980392,67.8,32.2,791
195,China Grove ,99671,2.2,7.5,5.0,3.4,11.8,1.9,1.9,26.7,1636,54,3.3007334963325183,91.2,8.8,-
196,Chireno ,48333,6.5,17.1,10.0,15.7,12.4,5.4,5.4,5.9,578,42,7.26643598615917,69.5,30.5,663
197,Christine ,45625,0.0,17.2,16.0,8.9,25.0,0.0,0.0,0.0,213,23,10.7981220657277,76.3,23.7,-
198,Cibolo ,116510,4.0,3.3,2.6,18.7,3.2,1.0,1.0,19.1,32623,664,2.035373816019373,84.4,15.6,1872
199,Cisco ,59698,3.5,3.9,3.6,0.0,12.0,2.0,2.0,0.0,3485,8,0.22955523672883787,64.2,35.8,848
200,Clarendon ,47457,7.7,21.3,15.4,33.8,14.1,9.5,9.5,-,1408,145,10.298295454545455,60.8,39.2,718
201,Clarksville ,33935,27.7,38.4,27.1,31.5,31.3,14.1,14.1,0.0,2678,296,11.053024645257654,59.4,40.6,603
202,Clarksville City ,63571,11.1,14.4,9.3,17.0,5.2,12.7,12.7,0.0,951,68,7.150368033648791,70.7,29.3,1038
203,Claude ,71167,9.7,4.2,8.0,35.1,8.5,3.6,3.6,-,1155,19,1.645021645021645,82.5,17.5,937
204,Clear Lake Shores ,118438,4.8,11.5,4.1,0.0,5.0,6.9,6.9,12.9,1232,93,7.5487012987013,84.0,16.0,1779
205,Cleburne ,60929,13.8,13.5,11.3,23.4,10.8,9.7,9.7,34.3,30919,1916,6.19683689640674,59.6,40.4,1198
206,Cleveland ,46875,10.0,18.5,13.4,14.8,19.6,8.0,8.0,74.7,7102,583,8.208955223880597,58.1,41.9,835
